Column1,index,ID,Tweet,Timestamp,Likes,Retweets,Length,Date,Time,Class
1399,2165,1.4994E+18,توجهت اكسبو واستلمت نظارتي الي تمت سرقتها دبي وتمت اعادتها مطار دولة اخرا طريق شرطة دبي اقل اسبوع شكرا شرطة دبي وشكرا امن اكسبو وشكرا لسمو الشيخ محمد راشد ال مكتوم علا جهوده وجهود فريقه ويعطيكم عافية يشكر الناس يشكر اله      ,3/3/22 18:22,0,1,297,3/3/2022,3:22:57 PM,positive
1400,2166,1.4994E+18,داءما كنت اسمع الاعلام مجهود شرطة دبي مختلف المهام ماقد موقف شخصيا معاهم اسبوع  كنت اكسبو كوفي ونسيت نظارتي علا الطاولة لمدة دقايق بعدها رديت مالقيت النظارة شالها  بلغت قسم المفقودات وقالو اراجعهم التالي,3/3/22 18:22,15,7,279,3/3/2022,3:22:46 PM,positive
1401,2167,1.49937E+18,اكسبو دبي يحتفي بدور المراة نهضة المجتمعات  اكسبو زهرة الخليج تلهمنا زهرة الخليج مارس,3/3/22 16:15,0,0,128,3/3/2022,1:15:00 PM,neutral
1402,2168,1.49935E+18,وين بو راشد وين فزاع وين منصور زايد انا اكسبو ياربي وانت ياربي بعيد ياربي اكسبو,3/3/22 15:01,0,0,99,3/3/2022,12:01:46 PM,positive
1403,2169,1.49933E+18,وين احصل تذاكر حفلة ميحد ميحد حمد اكسبو,3/3/22 13:24,2,0,47,3/3/2022,10:24:20 AM,neutral
1404,2170,1.49932E+18,اجندة اكسبو    الامارات اليوم,3/3/22 12:44,1,0,71,3/3/2022,9:44:10 AM,neutral
1405,2171,1.49931E+18,ليبيريا تدعم طلب الملكة لاستضافة معرض اكسبو الدولي  اكسبو الدولي الملكة تدعم طلب لاستضافة ليبيريا معرض اعلن وزير خارجية جمهورية ليبيريا دي ماكسويل ساه كيمايه  دعم بلاده لطلب الملكة العربية السعودية لاستضافة معرض اكسبو  واوضح ,3/3/22 12:18,0,0,301,3/3/2022,9:18:03 AM,neutral
1406,2172,1.49931E+18,الزحمه وتونا الاسبوع اكسبو,3/3/22 12:01,0,0,42,3/3/2022,9:01:43 AM,negative
1407,2173,1.49929E+18,جناح الملكة بمعرض اكسبو دبي  مفخرة حقيقية ويحمل بصمة سمو ولي العهد اكسبو العهد الملكة بصمة بمعرض جناح حقيقية دبي سمو مفخرة ولي ويحمل زارت وكيلة وزارة الشءون الاسلامية لتخطيط والتحول الرقمي الدكتورة ليلي بنت حمد القاسم  الجناح الس,3/3/22 11:00,0,0,301,3/3/2022,8:00:06 AM,positive
1408,2174,1.49929E+18,ليبيريا ندعم طلب الملكة لاستضافة معرض اكسبو الدولي  صحيفة اليوم مستقبل الاعلام يبدا من اليوم ,3/3/22 10:31,1,2,156,3/3/2022,7:31:07 AM,neutral
1409,2175,1.49927E+18,قايز حد بيسير اكسبو تاريخ اكسبو,3/3/22 9:37,1,0,40,3/3/2022,6:37:55 AM,neutral
1410,2176,1.49921E+18,واخيرا وضع اساسات لهجمة شرسة ضد العالم المظلوم علا الكوكب اكسبو البوليفارد,3/3/22 5:43,8,1,85,3/3/2022,2:43:30 AM,neutral
1411,2177,1.49921E+18,الامارات موقفها لدا روسيا فهي تحدث نيابة الموقف العربي المتخاذل الداعم لمعسكرات الامريكية الاسراءيلية الرابضة شواطءها اكسبو,3/3/22 5:38,7,0,141,3/3/2022,2:38:05 AM,negative
1412,2178,1.49921E+18,الامارات تستعد لاجهاز علا اليمن المقابل موقفها روسيا اكسبو,3/3/22 5:36,3,0,71,3/3/2022,2:36:05 AM,negative
1413,2179,1.49921E+18,الامارات بموقفها روسيا تضيف وهجا لدراما الحاصله العالم اكسبو,3/3/22 5:35,23,2,81,3/3/2022,2:35:00 AM,neutral
1414,2180,1.4991E+18, فعلا اجمل واحلا اكسبو دبي,3/2/22 22:15,0,1,45,3/2/2022,7:15:56 PM,positive
1415,2181,1.4991E+18,توديعه جميله صاحبنا اكسبو   ,3/2/22 21:56,3,0,56,3/2/2022,6:56:27 PM,positive
1416,2182,1.49909E+18,قليلة متبقية علا انتهاء اكبر واجمل حدث عالمي اكسبو انصحكم بزيارة الحدث لمن يزوره حتا تفوتكم الفرصة ,3/2/22 21:37,0,0,165,3/2/2022,6:37:53 PM,positive
1417,2183,1.49908E+18,طرق دبي لمستخدمي خدمة حافلات اكسبو وخدمة حافلات عبر المدن ابوظبي والعين  نعلمكم نظرا لتقلبات الطقس وتدني مستوا الرءية الافقية  سيتم الغاء رحلات بدءا الساعة   برق الطرق,3/2/22 20:54,1,1,234,3/2/2022,5:54:54 PM,neutral
1418,2184,1.49903E+18,شهور اكسبو شغال والناس تروح القرية العالمية والحين بقا شهر قالوا مهلا اكسبو مهلا انتم,3/2/22 17:36,1,1,106,3/2/2022,2:36:55 PM,neutral
1419,2185,1.49898E+18,جمهورية غينيا كوناكري تدعم طلب الملكة لاستضافة معرض اكسبو الدولي ,3/2/22 14:18,0,0,120,3/2/2022,11:18:40 AM,neutral
1420,2186,1.49898E+18,متحسفة السيزون تيكت الي ماستعملتها مرات اكسبو,3/2/22 13:57,1,0,57,3/2/2022,10:57:26 AM,neutral
1421,2187,1.49897E+18,الق نظرة علا جانب الجلسة الرابعة لمنصة مبادرة ليتس توك مسرح جناح دبي العالمي اكسبو  دبي,3/2/22 13:35,3,0,103,3/2/2022,10:35:00 AM,neutral
1422,2188,1.49897E+18,دوزي ينشر فيديو حفله الاخير اكسبو ,3/2/22 13:30,75,70,72,3/2/2022,10:30:00 AM,neutral
1423,2189,1.49897E+18,غينيا كوناكري تدعم طلب الملكة لاستضافة معرض اكسبو الدولي  اكسبو الدولي الملكة تدعم طلب غينيا كوناكري لاستضافة معرض اعلن وزير الخارجية والتعاون الدولي والتكامل الافريقي والغينين بالخارج جمهورية غينيا كوناكري الدكتور موريساندا كويا,3/2/22 13:25,1,0,301,3/2/2022,10:25:04 AM,neutral
1424,2190,1.49896E+18,جناح السودان اكسبو  دبي قدم عروضا لثوب السوداني بمشاركة  مصمة سودانية لمشاركة العالم احدث تصاميمهن تعريف التصاميم التراثية بالسودان,3/2/22 12:42,83,1,170,3/2/2022,9:42:15 AM,neutral
1425,2191,1.49895E+18,جمهورية غينيا ندعم طلب الملكة لاستضافة معرض اكسبو الدولي ,3/2/22 12:25,0,0,67,3/2/2022,9:25:55 AM,neutral
1426,2192,1.49891E+18,حضرت شركة الوفاق لحلول النقل يلو راعيا متميزا لمعرض جوانا لسيارات الثالث اقيم رعاية صاحب السمو الملكي الامير سعود نايف عبدالعزيز امير المنطقة الشرقية شعار طريقك امان واختم الجمعة  الجاري قاعة اكتفاء بمعرض الظهران اكسبو يلو اكسبو ,3/2/22 9:32,2,0,300,3/2/2022,6:32:02 AM,neutral
1427,2193,1.49889E+18,الصباح الي اله يكثر اكسبو,3/2/22 7:57,0,0,38,3/2/2022,4:57:22 AM,positive
1428,2194,1.49887E+18, سءال مضحك لمهندسة الكويتية المنسحبة جنان الشهاب منسحبة عشان اسم الامارات مش عشان اسراءيل والدليل شاركت فا اكسبو ميلان اسراءيل مشاركه والمضحك فلسطين مشاركه فا اكسبو دبا اسراءيل وايضا الكويت شو نستنتج التصرفات الصبيانية  تضحك علا نفسك,3/2/22 7:12,0,0,303,3/2/2022,4:12:57 AM,negative
1429,2200,1.49886E+18,وزير الاعلام ماخلا بالوزاره دزه مهمه اكسبو الي يعرف ليش خل يقولنا وزارة الاعلام اسقاط القروض ليوم  مجلس الوزراء مجلس الامه مكافاة الصفوف الامامية,3/2/22 6:17,0,0,194,3/2/2022,3:17:38 AM,negative
1430,2201,1.49874E+18, جناح     اكسبو,3/1/22 22:15,1,0,30,3/1/2022,7:15:39 PM,positive
1431,2202,1.49872E+18,   ينطلق اكسبو  دبي بمشاركة مجتمعية كبيرة اليوم الرياضي الوطني رساءل ايجابية ملتقا ثقافات العالم   الانطلاق حديقة الاحتفالات والختام بمركز الرياضة والياقة البدنية والعافية   عروض فنية رياضية مصاحبة لفعاليات ,3/1/22 20:45,3,1,251,3/1/2022,5:45:31 PM,positive
1432,2204,1.49871E+18,اجنحة الدول المشاركة اكسبو تمد ساعات عملها شبكة الامارات الاخبارية,3/1/22 20:35,0,0,83,3/1/2022,5:35:36 PM,neutral
1433,2205,1.49871E+18, زاءر لجناح هيءة كهرباء ومياه دبي اكسبو البيان شبكة الامارات الاخبارية,3/1/22 20:34,0,0,85,3/1/2022,5:34:31 PM,neutral
1434,2206,1.49869E+18,ماقدرت ادخل جناح الامارت كثر الزحمة حد يسويلنا واسطة اكسبو,3/1/22 18:54,0,0,66,3/1/2022,3:54:27 PM,negative
1435,2207,1.49866E+18,احتفلت المدن العربية موخرا بانطلاقة السياحه العربي يوافق تاريخ ولادة الرحالة ابن بطوطة وحظيت الاحتفالية العام بدعم جامعة الدول العربية احتفل جناح جامعة الدول بمعرض اكسبو شكري لاخي العزيز السفير حسام زكي علا جهوده ودعمه لهذي الاحتفالية,3/1/22 17:13,4,3,256,3/1/2022,2:13:37 PM,neutral
1436,2208,1.49837E+18,جناح الكويت اكسبو ينجح استقطاب الزوار حفل العيد الوطني ,2/28/22 21:43,0,0,89,2/28/2022,6:43:08 PM,positive
1437,2209,1.49837E+18,شكر وتقدير لقاءمين علا جناح الكويت اكسبو  قدموه احتفالات العيد الوطني رسم الفرحة علا الزوار وذلك مجهود يستحق الاشادة شكرا وزارة الاعلام,2/28/22 21:37,2,1,208,2/28/2022,6:37:48 PM,positive
1438,2211,1.4983E+18,الزيارة الخامسة لاكسبو دبي والزيارة الاولا المغرب ابصراحه الجو والاجواء نمره اكسبو دبي ,2/28/22 17:30,2,2,134,2/28/2022,2:30:02 PM,positive
1439,2212,1.4983E+18,دعني معك ربوع اكسبو دبي نتجول واعطيك عمري علا رجعتكم هدية اكسبو دبي  الزيارة رقم ,2/28/22 17:25,10,3,118,2/28/2022,2:25:16 PM,positive
1440,2213,1.4983E+18,المراة تنير الدرب جناح المراة اكسبو ,2/28/22 16:56,2,0,69,2/28/2022,1:56:38 PM,positive
1441,2214,1.49828E+18,شما المزروعي تزور جناحي جزر سليمان وسورينام اكسبو هات بوست,2/28/22 15:58,1,0,101,2/28/2022,12:58:40 PM,neutral
1442,2215,1.49814E+18,عطونا اقتراحاتكم لاجنحة ومطاعم فاكسبو     اكسبو اكسبو  دبي الامارات,2/28/22 6:25,2,0,75,2/28/2022,3:25:04 AM,neutral
1443,2216,1.49812E+18,رات المديرة التنفيذية لمكتب الوطني النمساوي ليزا ليزا فيديغ  اكسبو استقطب ملاين الزوار انحاء العالم  والتوليفة وفرها المعرض طريق جمع العالم مكان واحد  شكل الطريقة الانجح كسر الحواجز فرضتها الجاءحة وتمهيد الطريق عودة الحياة طبيعتها,2/28/22 5:04,0,0,276,2/28/2022,2:04:57 AM,neutral
1444,2217,1.49802E+18,لقطات اكسبو دبي اكسبو اكسبو  الامارات الامارات اليوم دبي سياحة,2/27/22 22:33,0,0,105,2/27/2022,7:33:29 PM,neutral
1445,2220,1.498E+18,جناح دولة الكويت اكسبو  وتفاعل الزوار الاعياد الوطنيه اكسبو العيد الوطني الكويتي بوبيان نيوز,2/27/22 21:03,1,1,131,2/27/2022,6:03:30 PM,positive
1446,2221,1.49797E+18,شعار كويت جديدة فرص جديدة لاستدامة الكويت تشارك اكسبو  دبي باكبر مشاركة تاريخ معارض اكسبو العالمية العيد الوطني الكويتي الامارات تحب الكويت,2/27/22 19:08,0,0,181,2/27/2022,4:08:29 PM,neutral
1447,2222,1.49792E+18,جانب القاء جمع سمو الشيخ محمد راشد سامية سولوهو حسن رءيسة جمهورية تنزانيا تزور البلاد لحضور الاحتفال باليوم الوطني لبلادها معرض اكسبو  دبي اكسبو,2/27/22 16:17,0,0,201,2/27/2022,1:17:52 PM,neutral
1448,2223,1.49789E+18,نتظر زيارتكم معرض اكسبو لعطور واجهة الرياض تاريخ  حتا  القادم بوابة رقم بوث  السعودية الرياض الان عطور واجهة الرياض ,2/27/22 14:19,3,2,178,2/27/2022,11:19:04 AM,neutral
1449,2224,1.49789E+18,زال العديد الفلسطينين يتوافدون يتفاخرون بحضورهم لمعرض اكسبو دبي الذي شاركت اسراءيل ودول اخرا تدعم التطبيع الامارات تنظم وتستضيف الحدث وتفاخر تطبيعها الكيان الصهيوني الاحتلالي الذهاب شبهة  والشبهة التطبيع خيانة التطبيع خيانة,2/27/22 14:05,5,0,278,2/27/2022,11:05:51 AM,negative
1450,2225,1.49789E+18,الجناح الكويتي يحتفل باليوم الوطني لبلاده اكسبو اليوم الوطنا الكويتا لتفاصيل  ,2/27/22 14:00,0,0,132,2/27/2022,11:00:00 AM,neutral
1451,2226,1.49769E+18,وداعا لكمامات اكسبو دبي الامارات,2/27/22 1:03,0,0,43,2/26/2022,10:03:41 PM,positive
1452,2227,1.49762E+18,تفز الروح مر طاريج      احتفالات اكسبو دبي,2/26/22 20:21,0,0,84,2/26/2022,5:21:54 PM,positive
1453,2228,1.49761E+18,الناءب مهلهل المضف يطلب البلدية كشفا اعضاء الوفد المشارك مءتمر اكسبو دبي ومسمياتهم الوظيفية الكويت ,2/26/22 19:11,2,3,139,2/26/2022,4:11:40 PM,neutral
1454,2229,1.4976E+18,واغتنم صفو اليالي  اكسبو ,2/26/22 18:31,3,0,50,2/26/2022,3:31:23 PM,positive
1455,2230,1.49759E+18,محمد بن راشد يستقبل رءيسة تنزانيا معرض اكسبو  دبي اخبار سعادة,2/26/22 18:20,0,0,111,2/26/2022,3:20:17 PM,neutral
1456,2231,1.50055E+18,محمد بن زايد يستقبل معالي اندريه بلينكوفيتش رءيس وزراء جمهورية كرواتيا الصديقة يقوم بزيارة عمل الدولة  يحضر خلالها احتفال بلاده بيومها الوطني يقام اكسبو  دبي,3/6/22 22:16,0,0,225,3/6/2022,7:16:56 PM,neutral
